type,title,country,release_year,duration,listed_in,description,id,popularity,vote_count,vote_average
Movie,Frozen River,United States,2008,97 min,"Dramas, Independent Movies","On a Mohawk reservation on the Canadian border, Ray Eddy teams with a widowed tribe member to smuggle illegal immigrants into the United States.",tt0978759,11.277,192,6.6
Movie,Katherine Ryan: Glitter Room,United States,2019,66 min,Stand-Up Comedy,"Fresh from a tour, comedian Katherine Ryan shares shrewd observations about school bullies, revenge bodies and raising a very fancy child.",tt10438648,5.734,19,6.7
Movie,Kill the Irishman,United States,2011,106 min,"Action & Adventure, Dramas, Independent Movies","This true crime tale charts the rise and fall of mobster Danny Greene, who faced down the Mafia to gain control of organized crime in 1970s Cleveland.",tt1416801,15.206,365,6.8
Movie,Lady in the Water,United States,2006,110 min,"Sci-Fi & Fantasy, Thrillers","When an apartment building manager discovers a water nymph in the complex's swimming pool, he tries to help her return to her mythical home.",tt0452637,12.535,874,5.5
Movie,Next,United States,2007,96 min,"Action & Adventure, Sci-Fi & Fantasy",Las Vegas magician Cris can see a few minutes into the future and an FBI agent wants his help thwarting a nuclear attack.,tt0265208,29.413,2137,6.6
Movie,Paul Blart: Mall Cop,United States,2009,91 min,"Action & Adventure, Comedies",An overzealous security guard finds himself in over his head when he tries to thwart a criminal mastermind's plot to rob an entire shopping mall.,tt1114740,19.118,1684,5.3
Movie,Race to Witch Mountain,United States,2009,99 min,Children & Family Movies,A sister and brother with special powers are on the run from a mysterious organization that wants to take advantage of the siblings' gifts.,tt1075417,15.215,1105,5.6
Movie,Scream 3,United States,2000,117 min,Horror Movies,"This installment of the tongue-in-cheek horror franchise finds Sidney Prescott once again battling a crazed killer – this time, on a movie set.",tt0134084,22.082,1902,5.9
Movie,Soul to Keep,United States,2019,94 min,"Horror Movies, Independent Movies","Two siblings invite friends to their inherited, remote country home, but the fun stops when the group summons a demonic force from an old spellbook.",tt5031658,4.437,18,5.1
Movie,Starsky & Hutch,United States,2004,101 min,"Action & Adventure, Comedies",New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.,tt0335438,18.977,1550,5.8
Movie,Swiped,United States,2018,94 min,Comedies,"When two college roommates develop a groundbreaking hookup app, casual affairs – and complications – soon run rampant on campus.",tt4867110,27.109,503,4.4
Movie,Swordfish,United States,2001,99 min,Action & Adventure,"Determined to get his mitts on $9 billion in a secret DEA account so he can fight terrorism, a rogue agent recruits an encryption expert to hack in.",tt0244244,19.273,1829,6.2
Movie,The Book of Eli,United States,2010,118 min,"Action & Adventure, Sci-Fi & Fantasy","Determined to protect a sacred text that promises to save humanity, Eli goes on a quest westward across the barren, postapocalyptic country.",tt1037705,23.539,4274,6.7
Movie,Bo Burnham: what.,United States,2013,60 min,Stand-Up Comedy,Left brain and right brain duke it out – and ultimately belt out a melody – in stand-up comedian Bo Burnham's quick and clever one-man show.,tt3210258,9.527,116,8.0
Movie,Dream Big: Engineering Our World,United States,2017,42 min,Documentaries,"Narrated by Jeff Bridges, this compelling documentary examines some incredible achievements of engineering from across the globe.",tt6484086,7.88,10,6.3
Movie,Duck Butter,United States,2018,94 min,"Dramas, Independent Movies, LGBTQ Movies","Wary of dishonesty in relationships, two young women embark on a 24-hour experiment on intimacy, but their romance flounders as the clock winds down.",tt6958014,15.955,126,5.2
Movie,Loving Annabelle,United States,2006,77 min,"Dramas, Independent Movies, LGBTQ Movies",An esteemed young poetry teacher at a Catholic boarding school risks everything when she engages in a feverish affair with a female student.,tt0323120,14.822,178,6.3
Movie,Melvin Goes to Dinner,United States,2003,84 min,"Comedies, Dramas, Independent Movies","When Melvin and his friends gather for dinner, their casual conversation takes a sharp turn as they begin to disclose raw truths about themselves.",tt0323633,5.969,9,4.9
Movie,The Feels,United States,2018,88 min,"Comedies, Independent Movies, LGBTQ Movies","During their bachelorette weekend, a lesbian couple's relationship hits a snag when one of the brides confesses to never having an orgasm.",tt5831402,13.248,78,5.4
Movie,The Redeemed and the Dominant: Fittest on Earth,United States,2017,120 min,"Documentaries, Sports Movies","Questions about endurance, doping and overall toughness surround a group of elite athletes as they compete fiercely at the Reebok Crossfit Games.",tt5503594,5.467,17,7.2
Movie,Traitor,United States,2008,114 min,"Dramas, Thrillers",An FBI agent assigned to pursue an ex-Special Ops soldier who joined a terrorist organization begins to question his target's true intentions.,tt0988047,19.121,402,6.6
Movie,"We, the Marines",United States,2017,38 min,"Documentaries, International Movies","Narrated by actor and former Marine Gene Hackman, this documentary showcases the experience of becoming a member of the US Marine Corps.",tt7422506,3.214,10,5.8
Movie,What We Started,United States,2017,96 min,"Documentaries, Music & Musicals","DJs and industry insiders offer a backstage pass to the world of electronic dance music, reflecting on its radical origins and the future of the genre.",tt6191876,5.985,18,7.1
Movie,1 Chance 2 Dance,United States,2014,89 min,"Dramas, Romantic Movies","When an aspiring dancer is uprooted during her senior year of high school, she finds herself torn between two boys – and with one shot at her dream.",tt2388856,4.327,43,6.1
Movie,Here Alone,United States,2016,97 min,Horror Movies,"When she finally encounters two other survivors, a woman alone in a world decimated by a zombie epidemic struggles to trust her new companions.",tt4814760,13.557,85,5.7
Movie,Jim Jefferies: Freedumb,United States,2016,87 min,Stand-Up Comedy,"Returning for a second Netflix comedy special, Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville, Tennessee.",tt5849950,9.837,79,7.5
Movie,King Jack,United States,2015,81 min,"Dramas, Independent Movies","Already coping with a bully, a mercurial older brother and summer school, 15-year-old Jack is saddled with his young cousin for an eventful weekend.",tt3863484,9.322,60,6.7
Movie,Stealing History,United States,2006,52 min,"Documentaries, International Movies","Journalists expose how smugglers, dealers, collectors and scholars promote plunder of ancient artifacts from war-torn Iraq, Afghanistan and Pakistan.",tt6959408,NaN,NaN,NaN
Movie,Bulletproof 2,United States,2020,97 min,"Action & Adventure, Comedies",A special agent abruptly reunites with a criminal – once a former friend – when he attempts to use his identity to infiltrate and take down a cartel.,tt9887580,70.176,61,7.4
Movie,Solo: A Star Wars Story,United States,2018,135 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend.",tt3778644,61.647,5595,6.6
Movie,Alien Contact: Outer Space,United States,2017,63 min,Documentaries,This fact-based account delves into humankind's efforts to gather signals from possible intelligent beings beyond the solar system.,tt7130832,2.812,16,5.8
Movie,The Conjuring,United States,2013,112 min,"Horror Movies, Thrillers","Based on true events, this spine-chiller tells the story of a New England family who begins having encounters with spirits in their farmhouse.",tt1457767,75.452,7459,7.5
Movie,Tom Segura: Mostly Stories,United States,2016,74 min,Stand-Up Comedy,"The bearded, bawdy and comically bitter Tom Segura gets real about body piercings, the ""Area 51"" of men's bodies, and the lie he told Mike Tyson.",tt4970632,7.466,38,7.4
Movie,A Ghost Story,United States,2017,92 min,"Dramas, Independent Movies","Following a fatal car crash, a man's spirit remains stuck in the home he shared with his wife as doors into the past and future begin to open.",tt6265828,28.903,1427,7.1
Movie,Miss Sharon Jones!,United States,2015,94 min,"Documentaries, Music & Musicals",This uplifting documentary follows R&B singer Sharon Jones's battle with pancreatic cancer while keeping her band intact for a return to the stage.,tt4935480,4.241,11,7.5
Movie,Coin Heist,United States,2017,98 min,"Children & Family Movies, Dramas","When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint.",tt5740806,13.338,206,5.5
Movie,Growing Up Coy,United States,2016,82 min,"Documentaries, LGBTQ Movies","Filmmakers follow a Colorado family's highly public battle for the rights of their transgender daughter, Coy, in a landmark civil rights case.",tt5648966,4.158,17,7.4
Movie,LEGO: Marvel Super Heroes: Maximum Overload,United States,2013,22 min,Children & Family Movies,Villainous Loki is amassing an army to conquer Earth! His antics are keeping Spider-Man and S.H.I.E.L.D. busy as they tackle a host of bad guys.,tt3322904,10.315,74,6.2
Movie,Before I Wake,United States,2016,97 min,"Horror Movies, Thrillers","Still mourning the death of their son, Mark and Jessie welcome foster child Cody into their lives. Soon they discover he has a strange ability.",tt3174376,14.594,1186,6.4
Movie,The Gentleman Driver,United States,2018,83 min,"Documentaries, Sports Movies","This documentary follows four tycoons who moonlight as motorsport competitors and examines what fuels them to succeed, both at work and on the track.",tt9178814,5.925,4,7.6
Movie,Bill Burr: Walk Your Way Out,United States,2017,78 min,Stand-Up Comedy,"No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language.",tt6184894,8.811,76,6.8
Movie,The Incredibles 2,United States,2018,118 min,"Children & Family Movies, Comedies","When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting.",tt3606756,101.293,9074,7.6
Movie,The Longshots,United States,2008,95 min,"Comedies, Dramas, Sports Movies","When an 11-year-old girl becomes Pop Warner football's first female quarterback, she raises eyebrows – till she takes her team to the brink of glory.",tt1091751,8.318,37,6.5
Movie,Jerry Seinfeld: I'm Telling You for the Last Time,United States,1998,69 min,Stand-Up Comedy,"Months after his classic TV sitcom ends, the legendary comic returns to his stand-up roots to deliver his best jokes on a sold-out international tour.",tt0500140,6.198,62,7.9
Movie,Monster High: Freaky Fusion,United States,2014,74 min,Children & Family Movies,"When Frankie Stein travels back in time, a teen scientist follows her home into the present and causes a lab accident that creates four new monsters.",tt3824344,12.984,44,7.1
Movie,Jen Kirkman: Just Keep Livin’?,United States,2017,69 min,Stand-Up Comedy,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost.",tt6386352,7.194,19,6.5
Movie,Ant-Man and the Wasp,United States,2018,118 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","Problems big and small pop up when Scott Lang, aka Ant-Man, gets drafted by Dr. Hank Pym and Hope van Dyne, aka the Wasp, for an urgent rescue mission.",tt5095030,84.002,8866,7.0
Movie,Patient Seventeen,United States,2017,68 min,Documentaries,A surgeon claims to remove high tech microchips that aliens used to manipulate the human race. This documentary seeks to separate fact from fiction.,tt4083682,2.395,9,4.2
Movie,The Force,United States,2017,92 min,Documentaries,"This documentary follows the police of Oakland, California, as they reform and face the challenges of corruption, commitment and cataclysmic change.",tt2488496,60.721,14900,7.4
Movie,A Futile and Stupid Gesture,United States,2018,102 min,Comedies,"In a brief life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s.",tt5566790,12.102,199,6.6
Movie,Hotel Transylvania 3: Summer Vacation,United States,2018,97 min,"Children & Family Movies, Comedies","It's love at first sight for Dracula when he meets Ericka, the charming but mysterious captain of the monster cruise that Mavis plans for the family.",tt5220122,97.581,2603,6.9
Movie,The Good Catholic,United States,2017,97 min,"Comedies, Dramas, Romantic Movies",A young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core.,tt4721404,7.958,30,5.4
Movie,Cristela Alonzo: Lower Classy,United States,2017,67 min,Stand-Up Comedy,"The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy.",tt6550456,5.359,15,6.2
Movie,Mitt,United States,2014,93 min,Documentaries,The real Mitt Romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.,tt1757800,7.028,39,6.4
Movie,My Entire High School Sinking Into the Sea,United States,2016,77 min,"Comedies, Independent Movies","After an earthquake sends their school building drifting into the sea, a group of high-schoolers struggles to survive and overcome clique wars.",tt5538568,5.65,23,6.8
Movie,Todd Glass: Act Happy,United States,2018,63 min,Stand-Up Comedy,Try to keep up as comedian Todd Glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a Kit Kat.,tt7752142,5.6,10,5.3
Movie,Where's the Money,United States,2017,86 min,Comedies,"Hunting for a stash of stolen money, a sharp-witted slacker from South Central Los Angeles infiltrates an all-white college fraternity.",tt5716848,11.288,73,5.9
Movie,Take the 10,United States,2017,80 min,Comedies,Two buddies working dead-end cashier jobs endure a mind-blowing series of events on their quest to get to the hip-hop show of their lives.,tt5792472,13.412,96,5.2
Movie,Haunters: The Art of the Scare,United States,2017,89 min,"Documentaries, Horror Movies","This documentary takes us into the world of those who create horror simulations for willing audiences, and examines the culture they have spawned.",tt4201990,3.081,18,6.6
Movie,Mustang Island,United States,2017,86 min,"Comedies, Dramas, Independent Movies","After being dumped on New Year's Eve, Bill pursues his ex-girlfriend to an off-season Gulf Coast beach town, but things get complicated along the way.",tt6589292,4.768,12,6.1
Movie,Harith Iskander: I Told You So,United States,2018,62 min,Stand-Up Comedy,"Malaysian stand-up comedy icon Harith Iskander takes the stage in Kuala Lumpur to talk about Singapore, a past girlfriend, Rick Astley and more.",tt7902184,5.435,3,5.7
Movie,Step Sisters,United States,2018,108 min,Comedies,"With her Harvard Law dreams on the line, a black sorority leader agrees to help a rhythmically challenged sisterhood win a step dance championship.",tt5267472,15.362,370,6.5
Movie,The Open House,United States,2018,95 min,"Horror Movies, Thrillers","Following a tragedy, a mother and her teen son move to a relative's vacant vacation home, where eerie and unexplained forces conspire against them.",tt7608028,21.44,1038,3.6
Movie,Good Kids,United States,2016,90 min,"Comedies, Independent Movies",Four overachieving friends spend the summer after finishing high school doing everything possible to enjoy the party life and ruin their reputations.,tt2170427,14.284,193,6.4
Movie,Lady-Like,United States,2018,83 min,"Comedies, Independent Movies","After she pushes her best friend Kort to date a handsome transfer student, college student Allie is left to tackle adulthood on her own.",tt4786132,4.602,18,5.2
Movie,Enlighten Us,United States,2016,93 min,Documentaries,This documentary digs deep to recount the saga of the superstar self-help guru convicted of negligent homicide in the deaths of three followers.,tt5241010,5.534,15,6.0
Movie,Neal Brennan: 3 Mics,United States,2017,66 min,Stand-Up Comedy,"Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from ""Chappelle's Show"" co-creator Neal Brennan.",tt6438918,6.518,41,7.4
Movie,Deadcon,United States,2019,78 min,Horror Movies,"A group of uber-popular, social media influencers’ trip to a digital media festival grows dark when an evil spirit wants to lure them to their demise.",tt7262990,8.205,12,3.5
Movie,Get Him to the Greek,United States,2010,109 min,"Comedies, Music & Musicals",Ambitious young record company intern Aaron must escort an unruly rock star to Los Angeles for the start of his anniversary concert.,tt1226229,18.5,1201,5.9
Movie,Jezebel,United States,2019,86 min,"Dramas, Independent Movies","During the internet's infancy, a vulnerable woman follows her sister into the sex industry as a webcam model but her sudden popularity tests their bond.",tt0030287,10.166,97,7.1
Movie,Driven to Dance,United States,2018,99 min,Dramas,"A young dancer grapples with her dream to join a famed ballet company against the wishes of her mother, who pushes her to pursue a more practical path.",tt6974888,4.834,11,5.8
Movie,Skyline,United States,2010,94 min,"Action & Adventure, Sci-Fi & Fantasy","After a wild night of partying, Terry discovers that he's one of the few people left on Earth, then sets out to solve the mystery of what happened.",tt1564585,19.118,1032,4.9
Movie,Dallas Buyers Club,United States,2013,117 min,"Dramas, Independent Movies, LGBTQ Movies","Refusing to accept a death sentence from his doctor after being diagnosed with AIDS in 1986, Ron Woodroof smuggles medications from abroad.",tt0790636,23.047,6084,7.9
Movie,Katt Williams: Great America,United States,2018,60 min,Stand-Up Comedy,"The King of underground comedy delivers unflinching riffs on the American political climate, racial tensions, sex and his disdain for roast beef.",tt7752054,5.916,28,5.4
Movie,Saving Zoë,United States,2019,95 min,Dramas,A reserved high school freshman acts out when she recovers a diary that offers clues to a secret world that could be behind her sister's murder.,tt7319822,20.333,92,5.8
Movie,The Brave,United States,2019,103 min,"Action & Adventure, Independent Movies","With entry into the European Union at stake, Albania must rely on a mash-up of elite cops to take down a slippery drug lord dominating its economy.",tt0476964,19.159,560,6.5
Movie,Abducted in Plain Sight,United States,2017,90 min,Documentaries,"In this true crime documentary, a family falls prey to the manipulative charms of a neighbor, who abducts their adolescent daughter. Twice.",tt3444312,11.299,195,6.3
Movie,Deadly Switch,United States,2019,86 min,"Independent Movies, Thrillers","In this indie thriller, a foreign exchange student moves in with her roommate's family who grieves over the daughter they would do anything to get back.",tt8354582,5.918,16,5.3
Movie,Only Mine,United States,2018,88 min,Thrillers,"After dating a charming cop who turns into an obsessive stalker, a small-town girl must save herself from his deadly ways.",tt9271164,6.954,22,5.3
Movie,Sebastian Maniscalco: Stay Hungry,United States,2019,65 min,Stand-Up Comedy,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special.",tt9482786,7.094,19,6.8
Movie,The Devil We Know,United States,2018,88 min,Documentaries,This documentary details DuPont's alleged decades-long cover-up of the potential harm caused by chemicals used to make popular Teflon products.,tt7689910,5.338,9,8.0
Movie,A Boy Called Po,United States,2016,94 min,"Dramas, Sci-Fi & Fantasy","After his wife's death, an overworked engineer struggles to care for his son with autism, who regresses into a fantasy world to escape real-life bullying.",tt1401621,4.149,18,6.3
Movie,Down The Fence,United States,2017,94 min,Documentaries,"The human-equine bond propels the unique and challenging sport of reined cow horse, in which dedicated trainers compete for the national championship.",tt6277748,2.257,3,8.3
Movie,Face 2 Face,United States,2017,89 min,"Dramas, Independent Movies","Two former friends, who now live far apart, learn about each other's insecurities and secrets over a series of video chats.",tt4835940,5.848,32,5.9
Movie,One More Shot,United States,2017,89 min,Documentaries,"Infertility affects millions. One couple copes with the assisted reproduction process by documenting its pain, disappointment and potential joy.",tt0117249,NaN,NaN,NaN
Movie,Max Rose,United States,2013,84 min,"Dramas, Independent Movies",An aging jazz musician learns after his wife's death that she may have been unfaithful to him decades before.,tt1439558,3.503,7,5.4
Movie,Teenage Cocktail,United States,2016,89 min,"Dramas, Independent Movies, LGBTQ Movies","Two teen girls form an intense bond and launch a lucrative webcam business, leading them to a dangerous encounter with a middle-aged married man.",tt1774591,13.55,149,5.5
Movie,Leslie Jones: Time Machine,United States,2020,66 min,Stand-Up Comedy,"From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special.",tt10795784,13.0,12,5.2
Movie,The Master,United States,2012,137 min,"Dramas, Independent Movies","A heavy-drinking loner finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion.""",tt0311113,24.468,1929,7.0
Movie,Camp X-Ray,United States,2014,117 min,"Dramas, Independent Movies","Fresh Army recruit Amy Cole is assigned to Guantanamo Bay's Camp X-Ray, where she forms a surprising bond with one of the prisoners in her charge.",tt2994190,25.811,716,6.8
Movie,Little Sister,United States,2016,91 min,"Comedies, Dramas, Independent Movies","A former Goth studying to become a nun finds her faith tested when she returns home to visit her brother, who has been disfigured in the Iraq War.",tt3756788,8.15,232,7.5
Movie,The River Thief,United States,2016,87 min,"Dramas, Independent Movies","A heedless teen drifter who falls for a small-town waitress makes the mistake of robbing a drug lord, putting his life and newfound love in jeopardy.",tt5664502,3.545,7,6.9
Movie,The Last Face,United States,2016,131 min,Dramas,Savage civil war and a dispute over humanitarian assistance threaten to unravel a checkered romance between an aid director and a doctor.,tt3286560,14.836,136,5.7
Movie,13 Sins,United States,2014,93 min,"Horror Movies, Thrillers","A man agrees to appear on a game show with a $6 million prize. But as the challenges become more extreme, he realizes he's made a grave mistake.",tt2059171,18.817,716,6.2
Movie,The Fighter,United States,2010,116 min,"Dramas, Sports Movies","After a string of defeats, a boxer rediscovers his fighting will with help from his trainer and half-brother, a once-talented pugilist.",tt0964517,18.01,2941,7.4
Movie,Clinical,United States,2017,104 min,"Horror Movies, Thrillers",A psychiatrist is plagued by flashbacks to a terrifying attack as she treats a new patient who was horribly disfigured in an accident.,tt5577742,12.94,263,5.2
Movie,Betty White: First Lady of Television,United States,2018,56 min,Documentaries,This documentary on actress and television producer Betty White traces her decades-long career as a  woman breaking new ground in entertainment.,tt8780234,4.22,3,7.0
Movie,He's Out There,United States,2018,89 min,"Horror Movies, Thrillers","While vacationing at a remote lake house, a mother and her daughters become pawns in the twisted game of an ax-wielding psychopath.",tt4052050,14.204,171,5.8
Movie,The Man Who Would Be Polka King,United States,2009,68 min,"Documentaries, Music & Musicals",This irreverent documentary reveals how charming entertainer Jan Lewan bilked investors out of millions in a complicated investment scam.,tt1313047,3.137,9,6.6
Movie,The Polka King,United States,2018,94 min,"Comedies, Independent Movies","Determined to make it big in America, Polish-born bandleader Jan Lewan draws his fans into a Ponzi scheme in this comedy based on a true story.",tt5539052,11.567,177,5.6
Movie,Tom Segura: Disgraceful,United States,2018,71 min,Stand-Up Comedy,"Tom Segura gives voice to the sordid thoughts you'd never say out loud, with blunt musings on porn, parking lot power struggles, parenthood and more.",tt7379330,6.638,28,7.3
Movie,Zoom,United States,2006,88 min,"Children & Family Movies, Comedies","Dragged from civilian life, a former superhero must train a new crop of youthful saviors when the military preps for an attack by a familiar villain.",tt0383060,23.94,377,5.1
Movie,The Last Laugh,United States,2019,99 min,"Comedies, Dramas","After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit.",tt0015064,8.77,152,7.8
Movie,Dayveon,United States,2017,76 min,"Dramas, Independent Movies","Following the shooting death of his older brother, a depressed and aimless 13-year-old boy falls in with a gang in rural Arkansas.",tt6266218,5.822,13,7.1
Movie,Set Up,United States,2011,85 min,Action & Adventure,"A diamond heist goes horribly wrong, and the group of friends who sought to make a fortune must instead fight for their very survival.",tt5304992,22.899,1932,7.0
Movie,Sniper: Special Ops,United States,2016,86 min,"Action & Adventure, Dramas","After a mission to rescue a U.S. congressman from the Taliban ends with two men left behind, their sniper buddies go against orders to get them back.",tt5344794,14.186,51,4.5
Movie,Jim Gaffigan: Cinco,United States,2017,74 min,Stand-Up Comedy,America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.,tt6090102,6.368,54,7.0
Movie,American Beauty,United States,1999,122 min,Dramas,"While struggling to endure his tightly wound wife, an unfulfilling job and a surly teen, a man becomes obsessed with one of his daughter's friends.",tt0169547,29.253,8391,8.0
Movie,As Good as It Gets,United States,1997,139 min,"Comedies, Romantic Movies","The structured world of a sour, obsessive-compulsive author crumbles when he's drawn into the lives of a stressed-out single mom and his gay neighbor.",tt0119822,18.529,2371,7.4
Movie,Bad Grandpa .5,United States,2014,87 min,Comedies,"The geriatric antics of Irving Zisman continue in this next installment of the Jackass franchise, which features unused footage from the first film.",tt3766424,13.13,153,5.8
Movie,Center Stage,United States,2000,116 min,Dramas,"Vying for a spot in the American Ballet Company, 12 dance students are ready to push their bodies and minds to the limit to realize their dreams.",tt0210616,16.042,239,7.0
Movie,Chasing Amy,United States,1997,113 min,"Comedies, Cult Movies, Dramas","Comic book artist Holden meets the perfect woman, only to learn that she's a lesbian. But that doesn't stop him from falling in love with her.",tt0118842,15.109,887,6.8
Movie,Click,United States,2006,108 min,"Comedies, Sci-Fi & Fantasy",Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.,tt0389860,22.938,4924,6.2
Movie,Cloverfield,United States,2008,85 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",A going-away party in Manhattan is interrupted when a mysterious monster of epic proportions launches an attack on New York City.,tt1060277,35.631,4939,6.6
Movie,Dinner for Schmucks,United States,2010,115 min,Comedies,The host of a dinner party invites his friends to bring the saddest loser they can find. But the ultimate schmuck turns everyone else into the losers.,tt0427152,13.712,1185,5.6
Movie,Donnie Brasco,United States,1997,127 min,"Dramas, Thrillers","When FBI agent Joe Pistone goes undercover to infiltrate the mob, he starts to identify with the made men he's charged with taking down.",tt0119008,18.43,2772,7.5
Movie,Dragonheart,United States,1996,103 min,"Action & Adventure, Sci-Fi & Fantasy","In ancient times when majestic fire-breathers soared through the skies, a knight comes face to face and heart to heart with the last dragon on Earth.",tt0116136,19.637,1353,6.5
Movie,Dragonheart: A New Beginning,United States,2000,84 min,"Action & Adventure, Sci-Fi & Fantasy","This sequel introduces Draco the dragon's offspring, Drake, who dreams of becoming a knight and teams up with a stable boy to master his skills.",tt0214641,18.664,196,5.4
Movie,Fall Girls,United States,2019,80 min,Comedies,"Following a night of hard partying that left their tycoon boss dead, four women try to keep it a secret in hopes of closing a billion-dollar deal.",tt9033386,2.442,5,5.7
Movie,Final Destination,United States,2000,98 min,"Cult Movies, Horror Movies, Thrillers","After narrowly avoiding a fatal plane explosion, a group of seemingly lucky teen classmates finds that Death is not so easily cheated.",tt0195714,30.11,3496,6.5
Movie,Friday the 13th,United States,2009,97 min,Horror Movies,"A group of teenage camp counselors raises the ire of Jason Voorhees, a masked, homicidal maniac, in this remake of the classic slasher flick.",tt0080761,35.372,1672,6.4
Movie,Hitch,United States,2005,118 min,"Comedies, Romantic Movies","Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business.",tt0386588,21.933,4031,6.5
Movie,Jeff Dunham: Unhinged in Hollywood,United States,2015,71 min,Stand-Up Comedy,Unfiltered ventriloquist Jeff Dunham brings his ragtag crew of puppet pals to Hollywood for big laughs about celebrity culture and California living.,tt5038776,6.137,12,5.4
Movie,Jimmy Neutron: Boy Genius,United States,2001,83 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","When gooey green aliens kidnap all the adults in Retroville, it's up to 11-year-old Jimmy Neutron to come up with a plan to rescue them.",tt0268397,21.653,551,5.7
Movie,Julie & Julia,United States,2009,123 min,"Comedies, Dramas","In this heartwarming tale, Julie Powell decides to spice up her uneventful life by cooking all 524 recipes outlined in Julia Child's classic cookbook.",tt1135503,13.55,1449,6.7
Movie,Kate & Leopold,United States,2001,118 min,"Comedies, Romantic Movies",A present-day woman takes responsibility for guiding a charming time-traveling 19th-century nobleman through the 21st century.,tt0035423,13.394,909,6.2
Movie,Kill Bill: Vol. 2,United States,2004,137 min,Action & Adventure,"The Bride has three left on her rampage list: Budd, Elle Driver and Bill himself. But when she arrives at Bill's house, she's in for a surprise.",tt0378194,26.832,9791,7.9
Movie,Kingpin,United States,1996,114 min,"Comedies, Cult Movies, Sports Movies","After a bowler loses his hand, his career takes a nosedive. That is, until he uncovers the next big thing: an Amish kid named Ishmael.",tt0116778,17.977,526,6.5
Movie,Kiss the Girls,United States,1997,116 min,Thrillers,A forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.,tt0119468,17.252,898,6.4
Movie,Magnolia,United States,1999,189 min,"Dramas, Independent Movies","Through chance, human action, past history and divine intervention, an eclectic cast of characters weaves and warps through each other's lives.",tt0175880,15.104,2159,7.7
Movie,New York Minute,United States,2004,91 min,"Children & Family Movies, Comedies","When bickering teenage twins accidentally land in the middle of a criminal operation, they'll have to work together to get themselves out of trouble.",tt0363282,17.217,620,6.1
Movie,Paranormal Activity,United States,2007,86 min,"Horror Movies, Thrillers","When Katie and Micah fear their home may be haunted by a demonic presence, Micah sets up a video camera to document all the action.",tt1179904,29.598,3458,5.9
Movie,Riot,United States,2015,88 min,Action & Adventure,"Seeking vengeance for the murder of his wife, a cop robs a bank in order to be thrown into prison with the Russian kingpin who ruined his life.",tt2717860,11.303,807,5.9
Movie,Road Trip: Beer Pong,United States,2009,97 min,Comedies,"When three college pals hit the road to compete in a big-time beer pong tournament, their trip morphs into an outrageous odyssey.",tt1319733,14.947,134,5.3
Movie,Scary Movie,United States,2000,88 min,"Comedies, Horror Movies","The Wayans brothers spoof some of Hollywood's biggest blockbusters, including Scream, I Know What You Did Last Summer, The Matrix and American Pie.",tt0175142,45.788,4391,6.2
Movie,Seal Team Six: The Raid on Osama Bin Laden,United States,2012,90 min,Action & Adventure,"In this dramatic recreation, U.S. Navy SEAL Team 6 trains for a critical mission, then executes a tough nighttime raid on Osama Bin Laden's compound.",tt2095605,7.024,195,5.9
Movie,Siren,United States,2016,83 min,Horror Movies,A groom-to-be and his pals celebrate with a debauched night out that ends with a supernatural assault by a stripper who is not what she appears to be.,tt5615700,NaN,NaN,NaN
